,Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,Insider_id,Ticker
4,"Saba Capital Management, L.P.",10% Owner,2020-09-28,Buy,12.35,28830.0,356051.0,1143713.0,Sep 30 01:52 PM,1510281,JSD
5,"Saba Capital Management, L.P.",10% Owner,2020-09-25,Buy,12.32,2100.0,25872.0,1114883.0,Sep 28 08:24 AM,1510281,JSD
6,"Saba Capital Management, L.P.",10% Owner,2020-09-24,Buy,12.33,22480.0,277178.0,1112783.0,Sep 28 08:24 AM,1510281,JSD
7,"Saba Capital Management, L.P.",10% Owner,2020-09-23,Buy,12.34,12316.0,151979.0,1090303.0,Sep 24 01:46 PM,1510281,JSD
8,"Saba Capital Management, L.P.",10% Owner,2020-09-22,Buy,12.34,1552.0,19152.0,1077987.0,Sep 24 01:46 PM,1510281,JSD
0,Brown Dean Michael,"EVP, Wood Products",2020-12-07,Sale,44.48,1000.0,44483.0,33260.0,Dec 09 04:39 PM,1765082,BCC
1,CARLILE THOMAS E,Director,2020-08-28,Sale,48.43,16061.0,777813.0,40167.0,Aug 31 04:54 PM,1188630,BCC
2,CARLILE THOMAS E,Director,2020-08-19,Sale,48.08,2671.0,128420.0,56228.0,Aug 21 04:29 PM,1188630,BCC
3,STOKES NICK,"EVP, BMD",2020-08-17,Sale,47.68,8947.0,426615.0,41525.0,Aug 18 05:48 PM,1602058,BCC
4,Brown Dean Michael,"EVP, Wood Products",2020-08-11,Sale,45.0,3500.0,157500.0,34260.0,Aug 12 04:40 PM,1765082,BCC
5,Twedt Jill,"VP, General Counsel & Corp Sec",2020-08-07,Sale,44.71,3000.0,134130.0,20343.0,Aug 10 04:42 PM,1765114,BCC
6,STOKES NICK,"EVP, BMD",2020-08-04,Sale,44.99,16900.0,760331.0,50472.0,Aug 05 04:32 PM,1602058,BCC
7,RANCOURT WAYNE M,"EVP, CFO and Treasurer",2020-08-04,Sale,45.28,16159.0,731680.0,78200.0,Aug 05 04:31 PM,1326947,BCC
8,HIBBS KELLY E.,VP and Controller,2020-08-04,Sale,44.49,5286.0,235174.0,30082.0,Aug 05 04:29 PM,1563804,BCC
0,Barry Corie S,CEO,2021-01-12,Option Exercise,35.67,2125.0,75799.0,161384.0,Jan 14 04:40 PM,1676999,BBY
1,Bilunas Matthew M,Chief Financial Officer,2020-11-25,Option Exercise,40.85,1620.0,66177.0,25408.0,Nov 27 05:14 PM,1784055,BBY
2,Bilunas Matthew M,Chief Financial Officer,2020-11-25,Sale,115.85,4120.0,477318.0,21288.0,Nov 27 05:14 PM,1784055,BBY
3,SCHULZE RICHARD M,10% Owner,2020-10-09,Sale,116.3,436199.0,50729244.0,465248.0,Oct 13 06:01 AM,1006394,BBY
4,SCHULZE RICHARD M,10% Owner,2020-10-08,Sale,115.09,62975.0,7247680.0,612348.0,Oct 13 06:01 AM,1006394,BBY
5,SCHULZE RICHARD M,10% Owner,2020-10-07,Sale,115.11,41251.0,4748328.0,633263.0,Oct 08 04:57 PM,1006394,BBY
6,SCHULZE RICHARD M,10% Owner,2020-10-06,Sale,115.3,209575.0,24164252.0,647236.0,Oct 08 04:57 PM,1006394,BBY
7,Watson Mathew,"SVP, Finance-Controller & CAO",2020-09-29,Sale,109.95,52.0,5717.0,20649.0,Sep 30 05:18 PM,1639859,BBY
8,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-09-21,Sale,105.0,1200.0,126000.0,21919.0,Sep 22 04:55 PM,1773763,BBY
9,Barry Corie S,CEO,2020-09-18,Option Exercise,38.32,2125.0,81430.0,161651.0,Sep 22 04:54 PM,1676999,BBY
10,Alexander Whitney L,Chief Strategy Officer,2020-09-18,Sale,105.44,82.0,8646.0,40349.0,Sep 22 04:55 PM,1797374,BBY
11,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,2020-08-28,Sale,110.94,5511.0,611367.0,54293.0,Aug 28 06:15 PM,1797085,BBY
12,Watson Mathew,"SVP, Finance-Controller & CAO",2020-08-27,Sale,111.51,2478.0,276312.0,20701.0,Aug 28 06:15 PM,1639859,BBY
13,MOHAN RAJENDRA M,President & COO,2020-08-26,Option Exercise,67.41,20000.0,1348213.0,188950.0,Aug 28 06:15 PM,1253507,BBY
14,Watson Mathew,"SVP, Finance-Controller & CAO",2020-08-26,Sale,113.41,3199.0,362799.0,23179.0,Aug 28 06:15 PM,1639859,BBY
15,MOHAN RAJENDRA M,President & COO,2020-08-26,Sale,112.89,65000.0,7338164.0,123950.0,Aug 28 06:15 PM,1253507,BBY
16,Bilunas Matthew M,Chief Financial Officer,2020-08-21,Sale,112.23,861.0,96626.0,23736.0,Aug 24 05:09 PM,1784055,BBY
17,Alexander Whitney L,Chief Strategy Officer,2020-07-23,Sale,98.42,9000.0,885745.0,40431.0,Jul 24 04:41 PM,1797374,BBY
18,Barry Corie S,CEO,2020-07-10,Sale,85.03,28.0,2381.0,159526.0,Jul 13 04:52 PM,1676999,BBY
19,MOHAN RAJENDRA M,President & COO,2020-07-10,Sale,85.03,14.0,1190.0,168950.0,Jul 13 04:52 PM,1253507,BBY
20,SCHULZE RICHARD M,10% Owner,2020-07-08,Sale,86.64,6000.0,519829.0,5998.0,Jul 09 04:45 PM,1006394,BBY
21,SCHULZE RICHARD M,10% Owner,2020-06-30,Sale,87.26,260000.0,22688057.0,523143.0,Jul 01 09:19 PM,1006394,BBY
22,SCHULZE RICHARD M,10% Owner,2020-06-29,Sale,86.18,449204.0,38712689.0,653143.0,Jul 01 09:19 PM,1006394,BBY
23,SCHULZE RICHARD M,10% Owner,2020-06-26,Sale,85.59,290796.0,24890181.0,877167.0,Jul 01 09:19 PM,1006394,BBY
24,Barry Corie S,CEO,2020-06-23,Option Exercise,36.63,463.0,16960.0,159660.0,Jun 24 04:43 PM,1676999,BBY
25,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-06-12,Sale,79.0,3165.0,250035.0,23052.0,Jun 15 04:34 PM,1773763,BBY
26,Barry Corie S,CEO,2020-06-12,Sale,79.22,4127.0,326953.0,159197.0,Jun 15 04:34 PM,1676999,BBY
27,MOHAN RAJENDRA M,President & COO,2020-06-12,Sale,79.22,1867.0,147909.0,168546.0,Jun 15 04:34 PM,1253507,BBY
28,Scarlett Kathleen,Chief Human Resources Officer,2020-06-05,Sale,82.83,3000.0,248475.0,55560.0,Jun 09 04:31 PM,1707469,BBY
29,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,2020-06-03,Sale,81.54,12500.0,1019274.0,59761.0,Jun 04 05:36 PM,1797085,BBY
30,Scarlett Kathleen,Chief Human Resources Officer,2020-06-02,Sale,77.58,1348.0,104576.0,58560.0,Jun 04 05:36 PM,1707469,BBY
31,Peterson Allison,Chief Customer Officer,2020-05-29,Sale,77.37,5000.0,386855.0,29511.0,Jun 01 04:46 PM,1811659,BBY
32,Joly Hubert,Director,2020-05-28,Option Exercise,44.85,150000.0,6727500.0,614275.0,Jun 01 04:46 PM,1467638,BBY
33,Joly Hubert,Director,2020-05-28,Sale,78.28,150000.0,11742559.0,464275.0,Jun 01 04:46 PM,1467638,BBY
34,Joly Hubert,Director,2020-05-27,Option Exercise,41.71,118421.0,4939882.0,685091.0,May 28 04:59 PM,1467638,BBY
35,Joly Hubert,Director,2020-05-27,Sale,79.37,220816.0,17527258.0,464275.0,May 28 04:59 PM,1467638,BBY
36,Joly Hubert,Director,2020-05-26,Option Exercise,40.85,65620.0,2680577.0,653050.0,May 28 04:59 PM,1467638,BBY
37,Joly Hubert,Director,2020-05-26,Sale,80.36,86380.0,6941531.0,566670.0,May 28 04:59 PM,1467638,BBY
38,Saksena Asheesh,"President, Best Buy Health",2020-05-26,Sale,80.84,12000.0,970134.0,122921.0,May 28 04:59 PM,1701497,BBY
39,Bilunas Matthew M,Chief Financial Officer,2020-05-22,Sale,77.41,1752.0,135628.0,24521.0,May 26 06:37 PM,1784055,BBY
40,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-05-22,Sale,77.41,2703.0,209248.0,26217.0,May 26 06:38 PM,1773763,BBY
41,Joly Hubert,Director,2020-05-22,Sale,77.49,101274.0,7847905.0,587430.0,May 26 06:38 PM,1467638,BBY
42,MOHAN RAJENDRA M,President & COO,2020-05-22,Sale,77.49,28263.0,2190151.0,170413.0,May 26 06:38 PM,1253507,BBY
43,Peterson Allison,Chief Customer Officer,2020-05-22,Sale,77.41,1090.0,84381.0,34511.0,May 26 06:38 PM,1811659,BBY
44,Saksena Asheesh,"President, Best Buy Health",2020-05-22,Sale,77.49,21976.0,1702960.0,134921.0,May 26 06:38 PM,1701497,BBY
45,Scarlett Kathleen,Chief Human Resources Officer,2020-05-22,Sale,77.49,9797.0,759187.0,59908.0,May 26 06:38 PM,1707469,BBY
46,Watson Mathew,"SVP, Finance-Controller & CAO",2020-05-22,Sale,77.41,1218.0,94290.0,26312.0,May 26 06:38 PM,1639859,BBY
47,Alexander Whitney L,Chief Transformation Officer,2020-05-22,Sale,77.41,3128.0,242149.0,49379.0,May 26 06:37 PM,1797374,BBY
48,Barry Corie S,CEO,2020-05-22,Sale,77.49,18844.0,1460255.0,163324.0,May 26 06:37 PM,1676999,BBY
49,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,2020-05-22,Sale,77.49,8010.0,620709.0,72261.0,May 26 06:38 PM,1797085,BBY
50,Tilzer Brian A,Chief Digital & Tech Officer,2020-05-08,Sale,77.03,3137.0,241634.0,17912.0,May 11 05:05 PM,1697130,BBY
51,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-04-21,Sale,67.97,1179.0,80134.0,23706.0,Apr 30 04:52 PM,1773763,BBY
52,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-04-15,Sale,67.08,9.0,604.0,24885.0,Apr 17 05:17 PM,1773763,BBY
53,Scarlett Kathleen,Chief Human Resources Officer,2020-04-15,Sale,67.08,8.0,537.0,51846.0,Apr 17 05:17 PM,1707469,BBY
54,Tilzer Brian A,Chief Digital & Tech Officer,2020-04-15,Sale,67.08,8.0,537.0,21049.0,Apr 17 05:17 PM,1697130,BBY
55,Watson Mathew,"SVP, Finance-Controller & CAO",2020-04-15,Sale,67.08,7.0,470.0,24150.0,Apr 17 05:17 PM,1639859,BBY
56,Alexander Whitney L,Chief Transformation Officer,2020-04-15,Sale,67.08,12.0,805.0,46472.0,Apr 17 05:16 PM,1797374,BBY
57,Barry Corie S,CEO,2020-04-15,Sale,67.08,19.0,1275.0,145772.0,Apr 17 05:17 PM,1676999,BBY
58,Bilunas Matthew M,Chief Financial Officer,2020-04-15,Sale,67.08,11.0,738.0,22893.0,Apr 17 05:17 PM,1784055,BBY
59,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,2020-04-15,Sale,67.08,10.0,671.0,64803.0,Apr 17 05:17 PM,1797085,BBY
60,Joly Hubert,Director,2020-04-15,Sale,67.08,69.0,4628.0,493085.0,Apr 17 05:17 PM,1467638,BBY
61,MOHAN RAJENDRA M,President & COO,2020-04-15,Sale,67.08,22.0,1476.0,144085.0,Apr 17 05:17 PM,1253507,BBY
62,Saksena Asheesh,"President, Best Buy Health",2020-04-15,Sale,67.08,14.0,939.0,114457.0,Apr 17 05:17 PM,1701497,BBY
63,Barry Corie S,CEO,2020-04-07,Option Exercise,44.2,523.0,23117.0,145847.0,Apr 08 04:35 PM,1676999,BBY
64,Joly Hubert,Director,2020-03-27,Sale,61.01,8020.0,489260.0,489176.0,Mar 30 04:51 PM,1467638,BBY
65,Scarlett Kathleen,Chief Human Resources Officer,2020-03-23,Sale,51.75,916.0,47406.0,51788.0,Mar 24 05:54 PM,1707469,BBY
66,Watson Mathew,"SVP, Finance-Controller & CAO",2020-03-23,Sale,51.75,801.0,41454.0,24106.0,Mar 24 05:54 PM,1639859,BBY
67,Alexander Whitney L,Chief Transformation Officer,2020-03-23,Sale,51.75,1390.0,71937.0,46393.0,Mar 24 05:54 PM,1797374,BBY
68,Barry Corie S,CEO,2020-03-23,Sale,51.75,2191.0,113391.0,145324.0,Mar 24 05:54 PM,1676999,BBY
69,Bilunas Matthew M,Chief Financial Officer,2020-03-23,Sale,51.75,1204.0,62311.0,22784.0,Mar 24 05:54 PM,1784055,BBY
70,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,2020-03-23,Sale,51.75,1096.0,56721.0,64739.0,Mar 24 05:54 PM,1797085,BBY
71,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-03-23,Sale,51.75,926.0,47923.0,24390.0,Mar 24 05:54 PM,1773763,BBY
72,MOHAN RAJENDRA M,President & COO,2020-03-23,Sale,51.75,2594.0,134247.0,143480.0,Mar 24 05:54 PM,1253507,BBY
73,Saksena Asheesh,"President, Best Buy Health",2020-03-23,Sale,51.75,1523.0,78820.0,113986.0,Mar 24 05:55 PM,1701497,BBY
74,Tilzer Brian A,Chief Digital & Tech Officer,2020-03-23,Sale,51.75,916.0,47406.0,20903.0,Mar 24 05:55 PM,1697130,BBY
75,Scarlett Kathleen,"CHRO & President, U.S. Retail",2020-03-16,Sale,54.42,1310.0,71288.0,33342.0,Mar 17 06:49 PM,1707469,BBY
76,Watson Mathew,"SVP, Finance-Controller & CAO",2020-03-16,Sale,54.42,806.0,43861.0,19331.0,Mar 17 06:49 PM,1639859,BBY
77,Joly Hubert,Director,2020-03-16,Sale,54.42,21966.0,1195346.0,497196.0,Mar 17 06:48 PM,1467638,BBY
78,MOHAN RAJENDRA M,President & COO,2020-03-16,Sale,54.42,6534.0,355567.0,146074.0,Mar 17 06:48 PM,1253507,BBY
79,Saksena Asheesh,"President, Best Buy Health",2020-03-16,Sale,54.42,2723.0,148180.0,115509.0,Mar 17 06:48 PM,1701497,BBY
80,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-03-16,Sale,54.42,1256.0,68349.0,25316.0,Mar 17 06:46 PM,1773763,BBY
81,Bilunas Matthew M,Chief Financial Officer,2020-03-16,Sale,54.42,1477.0,80375.0,23988.0,Mar 17 06:45 PM,1784055,BBY
82,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,2020-03-16,Sale,54.42,1852.0,100782.0,65835.0,Mar 17 06:45 PM,1797085,BBY
83,Barry Corie S,CEO,2020-03-16,Sale,54.42,4357.0,237099.0,147515.0,Mar 17 06:44 PM,1676999,BBY
84,Alexander Whitney L,Chief Transformation Officer,2020-03-16,Sale,54.42,1454.0,79124.0,47783.0,Mar 17 06:42 PM,1797374,BBY
85,Scarlett Kathleen,"CHRO & President, U.S. Retail",2020-03-13,Sale,56.89,1057.0,60127.0,34652.0,Mar 17 06:49 PM,1707469,BBY
86,Watson Mathew,"SVP, Finance-Controller & CAO",2020-03-13,Sale,56.89,603.0,34302.0,20137.0,Mar 17 06:49 PM,1639859,BBY
87,MOHAN RAJENDRA M,President & COO,2020-03-13,Sale,56.89,4156.0,236414.0,152608.0,Mar 17 06:48 PM,1253507,BBY
88,Saksena Asheesh,"President, Best Buy Health",2020-03-13,Sale,56.89,1466.0,83393.0,118232.0,Mar 17 06:48 PM,1701497,BBY
89,Hartman Todd G.,"GC, Chief Risk/Comp Officer",2020-03-13,Sale,56.89,940.0,53472.0,26572.0,Mar 17 06:46 PM,1773763,BBY
90,Bilunas Matthew M,Chief Financial Officer,2020-03-13,Sale,56.89,782.0,44484.0,25465.0,Mar 17 06:45 PM,1784055,BBY
91,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,2020-03-13,Sale,56.89,1016.0,57795.0,67687.0,Mar 17 06:45 PM,1797085,BBY
92,Barry Corie S,CEO,2020-03-13,Sale,56.89,3513.0,199837.0,151872.0,Mar 17 06:44 PM,1676999,BBY
93,Alexander Whitney L,Chief Transformation Officer,2020-03-13,Sale,56.89,949.0,53984.0,49237.0,Mar 17 06:42 PM,1797374,BBY
94,Alexander Whitney L,Chief Transformation Officer,2021-02-28,Sale,77.18,1852.0,142945.0,50186.0,Mar 02 05:24 PM,1797374,BBY
0,Volk Christopher H,Chief Executive Officer,2020-12-31,Option Exercise,0.0,79355.0,0.0,599186.0,Jan 05 05:41 PM,1307828,STOR
1,Long Catherine F.,"CFO, EVP and Treasurer",2020-12-31,Option Exercise,0.0,28236.0,0.0,294905.0,Jan 05 05:37 PM,1307943,STOR
2,Fedewa Mary,President and COO,2020-12-31,Option Exercise,0.0,32790.0,0.0,320481.0,Jan 05 05:35 PM,1624968,STOR
3,Long Catherine F.,"CFO, EVP and Treasurer",2020-08-19,Buy,25.23,3960.0,99922.0,266669.0,Aug 21 12:03 PM,1307943,STOR
4,Kelley Tawn,Director,2020-06-10,Buy,24.31,800.0,19448.0,9505.0,Jun 11 06:08 PM,1570192,STOR
5,Long Catherine F.,"CFO, EVP and Treasurer",2020-05-15,Buy,17.06,600.0,10236.0,263309.0,May 19 03:52 PM,1307943,STOR
6,Volk Christopher H,President and CEO,2020-05-14,Buy,17.64,5650.0,99679.0,519831.0,May 18 06:05 AM,1307828,STOR
7,HIPP WILLIAM FRANKLIN,Director,2020-05-14,Buy,17.5,6000.0,104990.0,31018.0,May 18 07:40 PM,902061,STOR
8,Donovan Joseph M,Director,2020-05-13,Buy,18.24,8000.0,145938.0,76794.0,May 14 04:25 PM,1417629,STOR
9,Freed Chad Allen,EVP GC CCO & Sec.,2020-03-11,Buy,28.67,1000.0,28670.0,9219.0,Mar 12 09:00 AM,1319172,STOR
10,Long Catherine F.,"CFO, EVP and Treasurer",2020-03-11,Buy,28.64,3485.0,99810.0,262709.0,Mar 12 09:00 AM,1307943,STOR
11,Volk Christopher H,President and CEO,2020-03-10,Buy,30.27,3300.0,99891.0,514181.0,Mar 11 02:10 PM,1307828,STOR
12,Long Catherine F.,"CFO, EVP and Treasurer",2020-03-10,Buy,29.95,3400.0,101830.0,259224.0,Mar 11 02:08 PM,1307943,STOR
13,Freed Chad Allen,EVP GC CCO & Sec.,2020-03-10,Buy,29.0,1000.0,28999.0,8219.0,Mar 11 02:07 PM,1319172,STOR
14,Fedewa Mary,Chief Operating Officer,2020-03-10,Buy,28.69,3479.0,99810.0,270658.0,Mar 11 02:05 PM,1624968,STOR
15,Kelley Tawn,Director,2020-03-06,Buy,31.9,1000.0,31900.0,3737.0,Mar 10 06:15 PM,1570192,STOR
16,ROSIVACH ANDREW,"Chief Credit Officer, EVP",2020-03-06,Buy,32.45,10000.0,324500.0,20876.0,Mar 06 01:57 PM,1781706,STOR
17,Kelley Tawn,Director,2020-03-03,Buy,33.6,2000.0,67190.0,2737.0,Mar 04 03:50 PM,1570192,STOR
18,Donovan Joseph M,Director,2020-03-02,Buy,33.35,3000.0,100043.0,68794.0,Mar 03 06:56 PM,1417629,STOR
0,Niemann Jennifer C,Director,2020-10-19,Sale,12.29,4000.0,49150.0,8728.0,Oct 21 11:53 AM,1711504,SCS
1,Schmitt Eddy F,"Senior VP, Americas",2020-09-28,Buy,10.04,30000.0,301200.0,89161.0,Sep 30 04:03 PM,1601314,SCS
0,BCP GP Ltd,Director,2021-01-14,Sale,10.72,20000000.0,214400000.0,127742570.0,Jan 19 05:47 PM,1685160,BBU
1,BCP GP Ltd,Director,2020-12-14,Sale,8.9,8500000.0,75650000.0,147742570.0,Dec 16 07:42 PM,1685160,BBU
2,BCP GP Ltd,Director,2020-12-14,Sale,9.71,273731.0,2659187.0,156242570.0,Dec 15 07:29 PM,1685160,BBU
3,BCP GP Ltd,Director,2020-12-11,Sale,9.75,307000.0,2991869.0,156516301.0,Dec 15 07:29 PM,1685160,BBU
4,BCP GP Ltd,Director,2020-12-10,Sale,9.87,303000.0,2990489.0,156823301.0,Dec 10 08:01 PM,1685160,BBU
5,BCP GP Ltd,Director,2020-12-09,Sale,9.84,302834.0,2980856.0,157126301.0,Dec 10 08:01 PM,1685160,BBU
6,BCP GP Ltd,Director,2020-12-08,Sale,10.1,297000.0,3001126.0,157429135.0,Dec 10 08:01 PM,1685160,BBU
7,BCP GP Ltd,Director,2020-12-03,Sale,9.01,1828895.0,16470845.0,157726135.0,Dec 07 06:00 PM,1685160,BBU
8,BCP GP Ltd,Director,2020-12-02,Sale,8.35,357000.0,2981628.0,159555030.0,Dec 02 09:00 PM,1685160,BBU
9,BCP GP Ltd,Director,2020-12-01,Sale,8.11,369000.0,2991151.0,159912030.0,Dec 02 09:00 PM,1685160,BBU
10,BCP GP Ltd,Director,2020-11-30,Sale,7.93,318306.0,2525281.0,160281030.0,Dec 02 09:00 PM,1685160,BBU
11,BCP GP Ltd,Director,2020-11-27,Sale,7.94,278842.0,2214145.0,160599336.0,Nov 27 04:13 PM,1685160,BBU
12,BCP GP Ltd,Director,2020-11-25,Sale,8.06,372000.0,2999734.0,160878178.0,Nov 27 04:13 PM,1685160,BBU
13,BCP GP Ltd,Director,2020-11-24,Sale,8.1,370000.0,2996482.0,161250178.0,Nov 27 04:13 PM,1685160,BBU
14,BCP GP Ltd,Director,2020-11-23,Sale,7.67,258000.0,1977570.0,161620178.0,Nov 23 09:11 PM,1685160,BBU
15,BCP GP Ltd,Director,2020-11-20,Sale,7.37,144649.0,1066772.0,161878178.0,Nov 23 09:11 PM,1685160,BBU
16,BCP GP Ltd,Director,2020-11-19,Sale,7.53,259000.0,1949545.0,162022827.0,Nov 23 09:11 PM,1685160,BBU
17,BCP GP Ltd,Director,2020-11-10,Sale,7.05,8250000.0,58162500.0,162281827.0,Nov 10 05:01 PM,1685160,BBU
18,BCP GP Ltd,Director,2020-11-09,Sale,7.4,157869.0,1167678.0,170531827.0,Nov 10 05:01 PM,1685160,BBU
19,BCP GP Ltd,Director,2020-11-03,Sale,7.04,264.0,1858.0,170689696.0,Nov 05 08:56 PM,1685160,BBU
20,BCP GP Ltd,Director,2020-10-27,Sale,7.03,77814.0,546706.0,170689960.0,Oct 28 08:15 PM,1685160,BBU
21,BCP GP Ltd,Director,2020-10-26,Sale,7.11,140000.0,995582.0,170767774.0,Oct 28 08:15 PM,1685160,BBU
22,BCP GP Ltd,Director,2020-10-23,Sale,7.23,139000.0,1005651.0,170907774.0,Oct 23 08:54 PM,1685160,BBU
23,BCP GP Ltd,Director,2020-10-22,Sale,7.08,141000.0,998308.0,171046774.0,Oct 23 08:54 PM,1685160,BBU
24,BCP GP Ltd,Director,2020-10-21,Sale,7.06,41835.0,295313.0,171187774.0,Oct 23 08:54 PM,1685160,BBU
25,BCP GP Ltd,Director,2020-10-20,Sale,7.04,94135.0,662306.0,171229609.0,Oct 20 09:11 PM,1685160,BBU
26,BCP GP Ltd,Director,2020-10-19,Sale,7.05,106973.0,754042.0,171323744.0,Oct 20 09:11 PM,1685160,BBU
27,BCP GP Ltd,Director,2020-10-16,Sale,7.26,137000.0,995223.0,171430717.0,Oct 20 09:11 PM,1685160,BBU
28,BCP GP Ltd,Director,2020-10-15,Sale,7.24,137000.0,991784.0,171567717.0,Oct 15 09:15 PM,1685160,BBU
29,BCP GP Ltd,Director,2020-10-14,Sale,7.4,139103.0,1029154.0,171704717.0,Oct 15 09:15 PM,1685160,BBU
30,BCP GP Ltd,Director,2020-10-13,Sale,7.26,135000.0,979952.0,171843820.0,Oct 15 09:15 PM,1685160,BBU
31,BCP GP Ltd,Director,2020-10-12,Sale,7.35,135000.0,992075.0,171978820.0,Oct 13 08:46 PM,1685160,BBU
32,BCP GP Ltd,Director,2020-10-09,Sale,7.36,146152.0,1076176.0,172113820.0,Oct 13 08:46 PM,1685160,BBU
33,BCP GP Ltd,Director,2020-10-08,Sale,7.38,136002.0,1004021.0,172259972.0,Oct 13 08:46 PM,1685160,BBU
0,Shafir Robert Scott,Chief Executive Officer,2021-02-05,Option Exercise,0.0,401347.0,0.0,1355207.0,Feb 05 04:19 PM,1729896,SCU
1,Levin James S,Chief Investment Officer,2021-01-31,Option Exercise,0.0,27357.0,0.0,387921.0,Feb 02 06:20 PM,1572628,SCU
2,Shafir Robert Scott,Chief Executive Officer,2021-01-31,Option Exercise,0.0,122411.0,0.0,953860.0,Feb 02 06:18 PM,1729896,SCU
3,Cohen Wayne,President and COO,2021-01-05,Sale,15.03,3916.0,58877.0,5218.0,Jan 05 09:08 PM,1661565,SCU
4,Levine David Michael,Chief Legal Officer,2021-01-05,Sale,15.0,15074.0,226116.0,0.0,Jan 05 09:09 PM,1691807,SCU
5,Levin James S,Chief Investment Officer,2021-01-01,Option Exercise,0.0,54820.0,0.0,531097.0,Jan 05 09:09 PM,1572628,SCU
6,Cohen Wayne,President and COO,2021-01-01,Option Exercise,0.0,7833.0,0.0,9134.0,Jan 05 09:08 PM,1661565,SCU
7,Sipp Thomas Michael,Chief Financial Officer,2021-01-01,Option Exercise,0.0,20000.0,0.0,192986.0,Jan 05 09:09 PM,1547489,SCU
8,Pollard Herbert Alvin,Chief Accounting Officer,2021-01-01,Option Exercise,0.0,9322.0,0.0,9757.0,Jan 05 09:00 PM,1785306,SCU
9,Levin James S,Chief Investment Officer,2020-12-31,Option Exercise,0.0,357.0,0.0,25567.0,Jan 05 09:09 PM,1572628,SCU
10,Levin James S,Chief Investment Officer,2020-12-31,Option Exercise,0.0,217638.0,0.0,592518.0,Jan 05 09:09 PM,1572628,SCU
11,Levine David Michael,Chief Legal Officer,2020-09-14,Sale,11.91,2868.0,34157.0,0.0,Sep 15 04:16 PM,1691807,SCU
12,Sipp Thomas Michael,Chief Financial Officer,2020-05-03,Option Exercise,0.0,111781.0,0.0,172986.0,May 04 04:11 PM,1547489,SCU
13,Levine David Michael,Chief Legal Officer,2020-03-03,Sale,24.61,8560.0,210636.0,0.0,Mar 04 04:17 PM,1691807,SCU
