,Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,Insider_id,Ticker
20,Decker Edward P.,"EVP, Merchandising",2020-05-21,Sale,238.06,36204.0,8618621.0,72469.0,May 22 04:28 PM,1615935,HD
21,Lennie William G.,"EVP, Outside Sales and Service",2020-05-20,Option Exercise,116.15,17993.0,2089887.0,54405.0,May 22 04:33 PM,1649314,HD
22,Campbell Ann Marie,EVP - U.S. Stores,2020-05-20,Option Exercise,116.15,4386.0,509434.0,50801.0,May 22 04:26 PM,1453970,HD
23,HOLIFIELD MARK,EVP-Supply Chain & Product Dev,2020-05-20,Option Exercise,104.68,52505.0,5496295.0,87781.0,May 22 04:30 PM,1267117,HD
24,Lennie William G.,"EVP, Outside Sales and Service",2020-05-20,Sale,236.02,17993.0,4246708.0,36412.0,May 22 04:33 PM,1649314,HD
25,HOLIFIELD MARK,EVP-Supply Chain & Product Dev,2020-05-20,Sale,235.89,52505.0,12385225.0,35276.0,May 22 04:30 PM,1267117,HD
26,Campbell Ann Marie,EVP - U.S. Stores,2020-05-20,Sale,236.34,8686.0,2052807.0,46415.0,May 22 04:26 PM,1453970,HD
27,Carey Matt,EVP & CIO,2020-03-09,Buy,210.78,4745.0,1000151.0,72118.0,Mar 11 04:57 PM,1499743,HD
28,Lennie William G.,"EVP, Outside Sales and Service",2020-03-05,Option Exercise,78.87,4848.0,382362.0,42843.0,Mar 09 06:11 PM,1649314,HD
29,Lennie William G.,"EVP, Outside Sales and Service",2020-03-05,Sale,234.34,9848.0,2307780.0,32995.0,Mar 09 06:11 PM,1649314,HD
30,Gooden Linda R,Director,2021-02-28,Buy,214.53,1120.0,240274.0,1500.0,Mar 02 04:59 PM,1382867,HD
31,Campbell Ann Marie,EVP - U.S. Stores,2021-02-27,Sale,230.82,6301.0,1454397.0,41087.0,Mar 02 05:01 PM,1453970,HD
0,COURTOIS JEAN PHILIPPE,Executive Vice President,2021-01-28,Sale,239.6,18358.0,4398520.0,593915.0,Feb 01 06:05 PM,1193102,MSFT
1,Hogan Kathleen T,"EVP, Human Resources",2020-12-09,Sale,212.43,30000.0,6372801.0,189064.0,Dec 11 06:17 PM,1626431,MSFT
2,Nadella Satya,Chief Executive Officer,2020-11-05,Sale,222.52,104500.0,23253330.0,0.0,Nov 06 05:54 PM,1513142,MSFT
3,SMITH BRADFORD L,President,2020-11-05,Sale,222.58,200000.0,44515472.0,713482.0,Nov 06 05:52 PM,1193119,MSFT
4,Capossela Christopher C,"EVP, Chief Marketing Officer",2020-09-10,Sale,206.86,7000.0,1448028.0,98943.0,Sep 11 06:05 PM,1601944,MSFT
5,Capossela Christopher C,"EVP, Chief Marketing Officer",2020-09-09,Sale,210.7,23000.0,4846020.0,105943.0,Sep 11 06:05 PM,1601944,MSFT
6,Walmsley Emma N,Director,2020-09-08,Sale,206.51,42.0,8673.0,414.0,Sep 09 06:23 PM,1795429,MSFT
7,Hood Amy,"EVP, Chief Financial Officer",2020-09-03,Sale,218.14,80000.0,17451200.0,452720.0,Sep 04 05:49 PM,1576843,MSFT
8,Nadella Satya,Chief Executive Officer,2020-09-01,Sale,226.13,83572.0,18898362.0,1359318.0,Sep 02 05:31 PM,1513142,MSFT
9,COURTOIS JEAN PHILIPPE,Executive Vice President,2020-08-25,Sale,213.59,15014.0,3206771.0,545484.0,Aug 26 06:02 PM,1193102,MSFT
10,Hogan Kathleen T,"EVP, Human Resources",2020-08-17,Sale,209.9,30871.0,6479764.0,176.0,Aug 18 05:58 PM,1626431,MSFT
11,COURTOIS JEAN PHILIPPE,Executive Vice President,2020-08-06,Sale,215.0,15140.0,3255100.0,560498.0,Aug 07 05:55 PM,1193102,MSFT
12,Walmsley Emma N,Director,2020-06-08,Sale,186.05,49.0,9117.0,293.0,Jun 08 06:38 PM,1795429,MSFT
13,Johnson Margaret L,"EVP, Business Development",2020-05-01,Sale,176.08,35000.0,6162800.0,256170.0,May 04 06:00 PM,1320483,MSFT
14,BROD FRANK H,Chief Accounting Officer,2020-05-01,Sale,176.94,3000.0,530811.0,57136.0,May 04 05:58 PM,1183681,MSFT
15,Walmsley Emma N,Director,2020-03-03,Sale,164.58,54.0,8887.0,151.0,Mar 04 06:23 PM,1795429,MSFT
16,Nadella Satya,Chief Executive Officer,2020-03-03,Sale,168.47,280174.0,47200996.0,1349105.0,Mar 04 06:18 PM,1513142,MSFT
17,BROD FRANK H,Chief Accounting Officer,2020-03-03,Sale,173.8,5000.0,869000.0,60136.0,Mar 04 06:03 PM,1183681,MSFT
0,BURKE STEPHEN B,Director,2020-04-16,Buy,87.99,75000.0,6598958.0,75000.0,Apr 16 05:21 PM,1203694,JPM
1,BACON ASHLEY,Chief Risk Officer,2020-04-15,Sale,91.12,13027.0,1187081.0,137243.0,Apr 15 05:14 PM,1580075,JPM
2,Petno Douglas B,CEO Commercial Banking,2020-03-25,Option Exercise,0.0,58959.0,0.0,374775.0,Mar 27 04:17 PM,1539649,JPM
3,Pinto Daniel E,"Co-President & COO, CEO CIB",2020-03-25,Option Exercise,0.0,20509.0,0.0,478718.0,Mar 27 04:17 PM,1555174,JPM
4,Smith Gordon,"Co-President & COO, CEO CCB",2020-03-25,Option Exercise,0.0,104977.0,0.0,515874.0,Mar 27 04:17 PM,1311487,JPM
5,DIMON JAMES,Chairman & CEO,2020-03-25,Option Exercise,0.0,412234.0,0.0,851390.0,Mar 27 04:17 PM,1195345,JPM
6,BACON ASHLEY,Chief Risk Officer,2020-03-25,Option Exercise,0.0,59430.0,0.0,180318.0,Mar 27 04:17 PM,1580075,JPM
7,Erdoes Mary E.,CEO Asset & Wealth Management,2020-03-25,Option Exercise,0.0,104977.0,0.0,549135.0,Mar 27 04:17 PM,1473446,JPM
8,Friedman Stacey,General Counsel,2020-03-25,Option Exercise,0.0,41704.0,0.0,71795.0,Mar 27 04:17 PM,1662926,JPM
9,Lake Marianne,Executive Vice President,2020-03-25,Option Exercise,0.0,67588.0,0.0,117568.0,Mar 27 04:17 PM,1566079,JPM
0,KELLY ALFRED F JR,CHAIRMAN & CEO,2021-01-29,Option Exercise,95.32,6000.0,571920.0,172112.0,Feb 02 04:02 PM,1209454,V
1,KELLY ALFRED F JR,CHAIRMAN & CEO,2021-01-29,Sale,197.73,9000.0,1779570.0,163112.0,Feb 02 04:02 PM,1209454,V
2,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-12-31,Option Exercise,95.32,6000.0,571920.0,174087.0,Jan 05 04:13 PM,1209454,V
3,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-12-31,Sale,218.4,9000.0,1965600.0,165087.0,Jan 05 04:13 PM,1209454,V
4,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-12-30,Option Exercise,62.47,60048.0,3750898.0,310904.0,Dec 31 04:17 PM,1532601,V
5,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-12-30,Sale,220.0,60048.0,13210560.0,250856.0,Dec 31 04:17 PM,1532601,V
6,HOFFMEISTER JAMES H,"SVP, GBL CORP CONTRL & CAO",2020-12-02,Sale,208.87,2157.0,450530.0,0.0,Dec 04 04:26 PM,1673246,V
7,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-11-30,Option Exercise,95.32,6000.0,571920.0,135660.0,Dec 02 05:05 PM,1209454,V
8,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-11-30,Sale,209.4,9000.0,1884600.0,126660.0,Dec 02 05:05 PM,1209454,V
9,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-10-30,Option Exercise,95.32,6000.0,571920.0,123090.0,Nov 02 04:09 PM,1209454,V
10,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-10-30,Sale,182.53,9000.0,1642770.0,114090.0,Nov 02 04:09 PM,1209454,V
11,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-09-30,Option Exercise,80.82,4000.0,323280.0,124090.0,Oct 01 04:12 PM,1209454,V
12,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-09-30,Sale,200.82,7000.0,1405740.0,117090.0,Oct 01 04:12 PM,1209454,V
13,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-08-28,Option Exercise,56.15,45036.0,2528954.0,263039.0,Aug 28 04:48 PM,1532601,V
14,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-08-28,Option Exercise,80.82,4000.0,323280.0,127090.0,Aug 28 04:53 PM,1209454,V
15,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-08-28,Sale,214.0,45036.0,9637704.0,218003.0,Aug 28 04:48 PM,1532601,V
16,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-08-28,Sale,212.0,7000.0,1484000.0,120090.0,Aug 28 04:53 PM,1209454,V
17,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-08-26,Option Exercise,53.64,45036.0,2415506.0,263039.0,Aug 27 06:22 PM,1532601,V
18,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-08-26,Sale,210.0,45036.0,9457560.0,218003.0,Aug 27 06:22 PM,1532601,V
19,MAHON TULLIER KELLY,"EVP, GENERAL COUNSEL",2020-08-19,Option Exercise,73.7,61328.0,4520003.0,114599.0,Aug 21 04:13 PM,1621104,V
20,MAHON TULLIER KELLY,"EVP, GENERAL COUNSEL",2020-08-19,Sale,201.79,76220.0,15380556.0,38379.0,Aug 21 04:13 PM,1621104,V
21,Biggar Lynne,"EVP, CHIEF MRKTNG & COMM OFF",2020-08-17,Option Exercise,74.38,5500.0,409090.0,19370.0,Aug 18 04:45 PM,1607084,V
22,Biggar Lynne,"EVP, CHIEF MRKTNG & COMM OFF",2020-08-17,Sale,199.99,5500.0,1099945.0,13870.0,Aug 18 04:45 PM,1607084,V
23,CARNEY LLOYD,Director,2020-08-04,Sale,192.64,1550.0,298592.0,2962.0,Aug 05 04:34 PM,1204424,V
24,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-07-30,Option Exercise,80.82,4000.0,323280.0,130090.0,Jul 31 04:33 PM,1209454,V
25,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-07-30,Sale,195.0,7000.0,1365000.0,123090.0,Jul 31 04:33 PM,1209454,V
26,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-06-30,Option Exercise,80.82,4000.0,323280.0,133090.0,Jul 01 05:09 PM,1209454,V
27,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-06-30,Sale,191.49,7000.0,1340430.0,126090.0,Jul 01 05:09 PM,1209454,V
28,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-06-10,Option Exercise,53.64,3279.0,175869.0,221282.0,Jun 12 05:59 PM,1532601,V
29,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2020-06-10,Sale,202.02,3279.0,662413.0,218003.0,Jun 12 05:59 PM,1532601,V
30,PRABHU VASANT M,VICE CHAIR & CFO,2020-06-02,Sale,197.08,36624.0,7217960.0,43143.0,Jun 04 04:49 PM,1209832,V
31,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-05-29,Option Exercise,80.82,4000.0,323280.0,136090.0,Jun 02 05:37 PM,1209454,V
32,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-05-29,Sale,194.5,7000.0,1361500.0,129090.0,Jun 02 05:37 PM,1209454,V
33,MCINERNEY RYAN,PRESIDENT,2020-05-27,Sale,191.87,26150.0,5017380.0,107626.0,May 28 04:51 PM,1578261,V
34,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-04-30,Option Exercise,80.82,4000.0,323280.0,139090.0,May 04 07:35 PM,1209454,V
35,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-04-30,Sale,181.78,7000.0,1272460.0,132090.0,May 04 07:35 PM,1209454,V
36,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-03-30,Option Exercise,80.82,4000.0,323280.0,142090.0,Mar 31 07:03 PM,1209454,V
37,KELLY ALFRED F JR,CHAIRMAN & CEO,2020-03-30,Sale,161.4,7000.0,1129800.0,135090.0,Mar 31 07:03 PM,1209454,V
38,KELLY ALFRED F JR,CHAIRMAN & CEO,2021-02-28,Option Exercise,80.82,4000.0,323280.0,145090.0,Feb 28 08:33 PM,1209454,V
39,KELLY ALFRED F JR,CHAIRMAN & CEO,2021-02-28,Sale,174.04,7000.0,1218280.0,138090.0,Feb 28 08:33 PM,1209454,V
40,Biggar Lynne,"EVP, CHIEF MRKTNG & COMM OFF",2021-02-18,Option Exercise,109.82,5500.0,604010.0,19370.0,Feb 20 05:32 PM,1607084,V
41,Biggar Lynne,"EVP, CHIEF MRKTNG & COMM OFF",2021-02-18,Sale,211.18,5500.0,1161511.0,13870.0,Feb 20 05:32 PM,1607084,V
42,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2021-02-14,Option Exercise,53.64,10685.0,573090.0,228688.0,Feb 18 05:29 PM,1532601,V
43,HOFFMEISTER JAMES H,"SVP, GBL CORP CONTRL & CAO",2021-02-14,Sale,208.71,2186.0,456246.0,0.0,Feb 18 05:33 PM,1673246,V
44,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2021-02-14,Sale,208.29,10685.0,2225579.0,218003.0,Feb 18 05:29 PM,1532601,V
45,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2021-02-13,Option Exercise,53.64,64315.0,3449535.0,282318.0,Feb 18 05:29 PM,1532601,V
46,Taneja Rajat,"PRESIDENT, TECHNOLOGY",2021-02-13,Sale,207.84,64315.0,13366959.0,218003.0,Feb 18 05:29 PM,1532601,V
0,Pate R. Hewitt,VP and General Counsel,2021-01-31,Option Exercise,0.0,10701.0,0.0,10701.0,Feb 02 04:25 PM,1469419,CVX
1,INCHAUSTI DAVID A,Vice Pres. and Controller,2021-01-31,Option Exercise,0.0,1339.0,0.0,1339.0,Feb 02 04:22 PM,1779611,CVX
2,Breber Pierre R,VP & Chief Financial Officer,2021-01-20,Option Exercise,94.64,13000.0,1230320.0,13686.0,Jan 22 04:44 PM,1594960,CVX
3,Breber Pierre R,VP & Chief Financial Officer,2021-01-20,Sale,95.0,13000.0,1235000.0,686.0,Jan 22 04:44 PM,1594960,CVX
4,Wirth Michael K,Chairman and CEO,2021-01-19,Option Exercise,94.64,132000.0,12492480.0,132000.0,Jan 21 04:42 PM,1354590,CVX
5,Wirth Michael K,Chairman and CEO,2021-01-19,Sale,94.73,132000.0,12504096.0,0.0,Jan 21 04:42 PM,1354590,CVX
6,Pate R. Hewitt,VP and General Counsel,2021-01-14,Option Exercise,94.64,95000.0,8990800.0,95000.0,Jan 19 04:46 PM,1469419,CVX
7,MORRIS RHONDA J,Vice President,2021-01-14,Option Exercise,94.64,14700.0,1391208.0,8314.0,Jan 19 04:51 PM,1764758,CVX
8,MORRIS RHONDA J,Vice President,2021-01-14,Sale,94.81,14700.0,1393707.0,814.0,Jan 19 04:51 PM,1764758,CVX
9,Pate R. Hewitt,VP and General Counsel,2021-01-14,Sale,94.79,95000.0,9005202.0,0.0,Jan 19 04:46 PM,1469419,CVX
10,Pate R. Hewitt,VP and General Counsel,2020-12-17,Option Exercise,0.0,248.0,0.0,124.0,Dec 21 07:22 PM,1469419,CVX
11,PARFITT COLIN E,Vice President,2020-12-17,Option Exercise,0.0,93.0,0.0,684.0,Dec 21 07:16 PM,1768748,CVX
12,NELSON MARK A,Executive Vice President,2020-12-17,Option Exercise,0.0,335.0,0.0,1081.0,Dec 21 07:14 PM,1729591,CVX
13,MORRIS RHONDA J,Vice President,2020-12-17,Option Exercise,0.0,92.0,0.0,860.0,Dec 21 07:11 PM,1764758,CVX
14,JOHNSON JAMES WILLIAM,Executive Vice President,2020-12-17,Option Exercise,0.0,559.0,0.0,559.0,Dec 21 07:09 PM,1595948,CVX
15,INCHAUSTI DAVID A,Vice Pres. and Controller,2020-12-17,Option Exercise,0.0,61.0,0.0,31.0,Dec 21 07:06 PM,1779611,CVX
16,Geagea Joseph C,Executive Vice President,2020-12-17,Option Exercise,0.0,430.0,0.0,1673.0,Dec 21 07:04 PM,1595243,CVX
17,Wirth Michael K,Chairman and CEO,2020-12-17,Option Exercise,0.0,1628.0,0.0,1628.0,Dec 21 07:02 PM,1354590,CVX
18,Breber Pierre R,VP & Chief Financial Officer,2020-12-17,Option Exercise,0.0,328.0,0.0,851.0,Dec 21 06:47 PM,1594960,CVX
19,INCHAUSTI DAVID A,Vice Pres. and Controller,2020-11-24,Option Exercise,94.64,5000.0,473200.0,5000.0,Nov 25 05:18 PM,1779611,CVX
20,INCHAUSTI DAVID A,Vice Pres. and Controller,2020-11-24,Sale,95.25,5000.0,476250.0,0.0,Nov 25 05:18 PM,1779611,CVX
21,Frank John,Director,2020-11-06,Buy,71.3,500.0,35651.0,2650.0,Nov 10 04:39 PM,1372819,CVX
22,INCHAUSTI DAVID A,Vice Pres. and Comptroller,2020-08-11,Sale,92.0,5750.0,529000.0,0.0,Aug 13 04:41 PM,1779611,CVX
23,Breber Pierre R,VP & Chief Financial Officer,2020-03-02,Option Exercise,91.78,5000.0,458875.0,27635.0,Mar 02 06:45 PM,1594960,CVX
24,Frank John,Director,2021-02-28,Buy,91.79,500.0,45893.0,2150.0,Mar 02 06:37 PM,1372819,CVX
25,MOORMAN CHARLES W,Director,2021-02-28,Buy,91.43,6551.0,598983.0,29485.0,Mar 03 05:55 PM,1186073,CVX
26,Frank John,Director,2021-02-27,Buy,95.98,500.0,47992.0,1650.0,Mar 02 06:37 PM,1372819,CVX
27,Frank John,Director,2021-02-24,Buy,104.61,400.0,41844.0,1150.0,Feb 26 04:44 PM,1372819,CVX
0,FRAZIER KENNETH C,"Chairman, President & CEO",2020-11-09,Sale,81.42,280000.0,22797011.0,411546.0,Nov 12 04:45 PM,1181175,MRK
1,Nally Michael,"EVP, Chief Marketing Officer",2020-10-30,Option Exercise,75.89,2287.0,173560.0,13403.0,Nov 03 04:48 PM,1763945,MRK
2,MIZELL STEVEN,"EVP, Chief HR Officer",2020-10-30,Option Exercise,75.89,4574.0,347121.0,7624.0,Nov 03 04:44 PM,1189403,MRK
3,Clyburn Frank,"EVP, Chief Commercial Officer",2020-10-30,Option Exercise,75.89,2287.0,173560.0,83656.0,Nov 03 04:55 PM,1763963,MRK
4,Davis Robert M,"EVP, Global Svcs & CFO",2020-10-05,Option Exercise,0.0,251273.0,0.0,422329.0,Oct 06 04:52 PM,1363076,MRK
5,Davis Robert M,"EVP, Global Svcs & CFO",2020-10-05,Sale,81.03,251273.0,20360325.0,171056.0,Oct 06 04:52 PM,1363076,MRK
6,Chattopadhyay Sanat,Exe V-P & Pres. MMD,2020-08-13,Sale,83.01,10380.0,861676.0,67373.0,Aug 17 06:36 PM,1670690,MRK
7,Clyburn Frank,"EVP, Chief Commercial Officer",2020-08-05,Option Exercise,0.0,18876.0,0.0,99639.0,Aug 06 04:53 PM,1763963,MRK
8,Clyburn Frank,"EVP, Chief Commercial Officer",2020-08-05,Sale,81.55,18876.0,1539274.0,80763.0,Aug 06 04:53 PM,1763963,MRK
9,Gerberding Julie L.,"EVP Strat Comm, GI Pub Policy",2020-07-17,Option Exercise,0.0,18111.0,0.0,62862.0,Jul 20 04:53 PM,1628884,MRK
10,Gerberding Julie L.,"EVP Strat Comm, GI Pub Policy",2020-07-17,Sale,80.0,36285.0,2902976.0,26577.0,Jul 20 04:53 PM,1628884,MRK
11,BRUN LESLIE A,Director,2020-05-07,Option Exercise,0.0,5000.0,0.0,6948.0,May 07 04:48 PM,1217068,MRK
12,WEEKS WENDELL P,Director,2020-05-07,Option Exercise,0.0,5000.0,0.0,5100.0,May 07 04:50 PM,1206158,MRK
13,WEEKS WENDELL P,Director,2020-05-07,Sale,76.02,5000.0,380104.0,100.0,May 07 04:50 PM,1206158,MRK
14,BRUN LESLIE A,Director,2020-05-07,Sale,75.46,5000.0,377300.0,1948.0,May 07 04:48 PM,1217068,MRK
15,Clyburn Frank,"EVP, Chief Commercial Officer",2020-05-05,Option Exercise,76.86,3752.0,288379.0,82611.0,May 06 05:17 PM,1763963,MRK
16,Fleming Michael,SVP Chief Ethics & Com Officer,2020-05-05,Option Exercise,76.86,1290.0,99149.0,7304.0,May 06 05:16 PM,1772183,MRK
17,Karachun Rita A,Sr. VP Fince-Global Controller,2020-05-05,Option Exercise,76.86,3283.0,252331.0,29401.0,May 06 05:15 PM,1601572,MRK
18,Nally Michael,"EVP, Chief Marketing Officer",2020-05-05,Option Exercise,76.86,2345.0,180237.0,12054.0,May 06 05:14 PM,1763945,MRK
19,Clyburn Frank,"EVP, Chief Commercial Officer",2020-05-04,Option Exercise,77.67,1904.0,147884.0,79797.0,May 06 05:17 PM,1763963,MRK
20,Fleming Michael,SVP Chief Ethics & Com Officer,2020-05-04,Option Exercise,77.67,692.0,53748.0,6252.0,May 06 05:16 PM,1772183,MRK
21,Karachun Rita A,Sr. VP Fince-Global Controller,2020-05-04,Option Exercise,77.67,1212.0,94136.0,26715.0,May 06 05:15 PM,1601572,MRK
22,Zachary Jennifer,"EVP, General Counsel",2020-05-04,Option Exercise,77.67,5772.0,448311.0,9489.0,May 06 05:13 PM,1737231,MRK
23,Nally Michael,"EVP, Chief Marketing Officer",2020-05-04,Option Exercise,77.67,1298.0,100816.0,10274.0,May 06 05:14 PM,1763945,MRK
24,Karachun Rita A,Sr. VP Fince-Global Controller,2020-05-03,Option Exercise,77.67,875.0,67961.0,25934.0,May 05 04:48 PM,1601572,MRK
25,Fleming Michael,SVP Chief Ethics & Com Officer,2020-05-03,Option Exercise,77.67,1541.0,119689.0,6089.0,May 05 04:42 PM,1772183,MRK
0,LEVINSON ARTHUR D,Director,2021-02-02,Sale,135.6,3416.0,463210.0,4532724.0,Feb 03 06:36 PM,1214128,AAPL
1,Adams Katherine L.,"SVP, GC and Secretary",2021-02-01,Sale,133.75,17000.0,2273749.0,316581.0,Feb 03 06:30 PM,1462356,AAPL
2,Adams Katherine L.,"SVP, GC and Secretary",2020-11-03,Sale,110.42,17000.0,1877109.0,306396.0,Nov 05 06:30 PM,1462356,AAPL
3,O'BRIEN DEIRDRE,Senior Vice President,2020-10-16,Sale,119.8,31200.0,3737869.0,135888.0,Oct 19 06:32 PM,1767094,AAPL
4,KONDO CHRIS,Principal Accounting Officer,2020-10-16,Sale,121.34,14840.0,1800686.0,26876.0,Oct 19 06:30 PM,1631982,AAPL
5,Maestri Luca,"Senior Vice President, CFO",2020-10-09,Sale,116.89,243431.0,28454650.0,110272.0,Oct 13 06:30 PM,1513362,AAPL
6,WILLIAMS JEFFREY E,COO,2020-10-02,Sale,113.59,257343.0,29232596.0,489260.0,Oct 05 06:33 PM,1496686,AAPL
7,COOK TIMOTHY D,Chief Executive Officer,2020-08-25,Sale,496.91,265160.0,131761779.0,837374.0,Aug 25 06:45 PM,1214156,AAPL
8,KONDO CHRIS,Principal Accounting Officer,2020-05-08,Sale,305.62,4491.0,1372539.0,7370.0,May 12 06:30 PM,1631982,AAPL
9,JUNG ANDREA,Director,2020-04-28,Option Exercise,48.95,9590.0,469389.0,33548.0,Apr 30 09:30 PM,1051401,AAPL
10,O'BRIEN DEIRDRE,Senior Vice President,2020-04-16,Sale,285.12,9137.0,2605141.0,33972.0,Apr 17 06:31 PM,1767094,AAPL
11,Maestri Luca,"Senior Vice President, CFO",2020-04-07,Sale,264.44,41062.0,10858445.0,27568.0,Apr 09 06:30 PM,1513362,AAPL
12,WILLIAMS JEFFREY E,COO,2020-04-02,Sale,241.44,41062.0,9914186.0,108329.0,Apr 03 06:31 PM,1496686,AAPL
0,SILLIMAN CRAIG L.,EVP&ChiefAdminLegal&PubPolOff,2020-11-02,Sale,57.73,10411.0,601027.0,23771.0,Nov 03 04:06 PM,1629703,VZ
1,Skiadas Anthony T,SVP & Controller,2020-05-01,Sale,57.1,10744.0,613429.0,26201.0,May 05 08:00 AM,1578926,VZ
2,Dunne Ronan,EVP and Group CEO-VZ Consumer,2021-02-28,Buy,53.47,18839.0,1007321.0,33956.0,Mar 03 08:01 AM,1748263,VZ
3,Skiadas Anthony T,SVP & Controller,2021-02-25,Sale,57.65,10775.0,621195.0,30775.0,Feb 27 08:04 AM,1578926,VZ
0,Graham Jonathan P,"EVP, Gen. Counsel & Secy.",2021-02-04,Sale,236.51,11110.0,2627625.0,39945.0,Feb 05 08:06 PM,1365306,AMGN
1,SUGAR RONALD D,Director,2021-01-13,Option Exercise,71.64,1000.0,71640.0,16805.0,Jan 14 06:25 PM,1216519,AMGN
2,SUGAR RONALD D,Director,2021-01-13,Sale,235.99,1000.0,235990.0,15805.0,Jan 14 06:25 PM,1216519,AMGN
